objid,redshift,plate,mjd,fiberid,class
1237648720717087121,0.085203,363,51989,149,GALAXY
1237648720717087165,0.085364,363,51989,150,GALAXY
1237648720717087071,0.083771,363,51989,151,GALAXY
1237648720717152514,0.083928,363,51989,154,GALAXY
1237648704061964886,0.05154,363,51989,155,GALAXY
1237648720717087141,0.085117,363,51989,158,GALAXY
1237648704061899189,0.058708,363,51989,161,GALAXY
1237648704061898913,0.084015,363,51989,173,GALAXY
1237648704061899182,0.086495,363,51989,180,GALAXY
1237648703525028026,0.157202,363,51989,181,GALAXY
1237648721253826894,0.085359,363,51989,184,GALAXY
1237648703525028330,0.08571,363,51989,185,GALAXY
1237648720717021473,0.037759,363,51989,187,GALAXY
1237648720717021489,0.083164,363,51989,188,GALAXY
1237648721253826855,0.070797,363,51989,192,GALAXY
1237648704061898834,0.084803,363,51989,193,GALAXY
1237648720717021492,0.052403,363,51989,194,GALAXY
1237648721253892503,0.122169,363,51989,196,GALAXY
1237648720717021467,0.059027,363,51989,197,GALAXY
1237648720717021233,0.059194,363,51989,199,GALAXY
1237648721253892547,0.073589,363,51989,200,GALAXY
1237648703524962835,0.069794,363,51989,213,GALAXY
1237648705672446325,0.03735,363,51989,420,GALAXY
1237648705135575466,0.150788,363,51989,428,GALAXY
1237648721790697783,0.039708,363,51989,429,GALAXY
1237648704598704477,0.128471,363,51989,432,GALAXY
1237648705135640960,0.088006,363,51989,461,GALAXY
1237648705135640952,0.080292,363,51989,463,GALAXY
1237648705135640982,0.080071,363,51989,465,GALAXY
1237648705135640943,0.135115,363,51989,466,GALAXY
1237649962994565484,0.073139,462,51909,541,GALAXY
1237649962994565403,0.069124,462,51909,542,GALAXY
1237649962994565314,0.171252,462,51909,545,GALAXY
1237649962994565336,0.16964,462,51909,548,GALAXY
1237649962457694378,0.115574,462,51909,553,GALAXY
1237649962994565399,0.196415,462,51909,560,GALAXY
1237649962994630825,0.222564,462,51909,582,GALAXY
1237649962994630772,0.114944,462,51909,586,GALAXY
1237649962994630795,0.064415,462,51909,587,GALAXY
1237649962994696404,0.091524,462,51909,592,GALAXY
1237649962994696533,0.017135,462,51909,595,GALAXY
1237649962994761844,0.134642,462,51909,597,GALAXY
1237649962994761872,0.135125,462,51909,600,GALAXY
1237649963531567221,0.114748,462,51909,610,GALAXY
1237649963531567271,0.110409,462,51909,615,GALAXY
1237649963531632760,0.042806,462,51909,617,GALAXY
1237649963531501740,0.114371,462,51909,618,GALAXY
1237649962994892963,0.132378,462,51909,626,GALAXY
1237649962994893003,0.125685,462,51909,627,GALAXY
1237649962457956616,0.135136,462,51909,629,GALAXY
1237649962457891013,0.181418,462,51909,637,GALAXY
1237649961922134266,0.115021,463,51908,35,GALAXY
1237649961922134287,0.170597,463,51908,40,GALAXY
1237649961921085765,0.033099,463,51908,307,GALAXY
1237649962457956581,0.179853,463,51908,309,GALAXY
1237649962457890942,0.19395,463,51908,314,GALAXY
1237649962457956528,0.181185,463,51908,318,GALAXY
1237649962457891020,0.017439,463,51908,319,GALAXY
1237649962457890957,0.192875,463,51908,320,GALAXY
1237649963531829406,0.110409,463,51908,332,GALAXY
1237649963531763838,0.124619,463,51908,341,GALAXY
1237649963531763818,0.125321,463,51908,344,GALAXY
1237649963531763852,0.125486,463,51908,347,GALAXY
1237649963531632765,0.156846,463,51908,348,GALAXY
1237649962994696452,0.134314,463,51908,354,GALAXY
1237649962994761861,0.137736,463,51908,355,GALAXY
1237649962994827422,0.132279,463,51908,358,GALAXY
1237649962459070577,0.124281,463,51908,631,GALAXY
1237649962459070598,0.124543,463,51908,639,GALAXY
1237649961922986087,0.065174,464,51908,6,GALAXY
1237649962459857042,0.108377,464,51908,13,GALAXY
1237649962459857051,0.088318,464,51908,16,GALAXY
1237649962459005097,0.070036,464,51908,243,GALAXY
1237649962459005093,0.123197,464,51908,244,GALAXY
1237649962459070558,0.123452,464,51908,255,GALAXY
1237649962459070570,0.123241,464,51908,257,GALAXY
1237649963532812414,0.123118,464,51908,367,GALAXY
1237649962996859047,0.13113,464,51908,603,GALAXY
1237649962996727952,0.130638,464,51908,606,GALAXY
1237649962996859074,0.131489,464,51908,610,GALAXY
1237649962459922578,0.026865,464,51908,616,GALAXY
1237649962459988193,0.192384,465,51910,243,GALAXY
1237649962459791564,0.16699,465,51910,283,GALAXY
1237649962459791561,0.133367,465,51910,288,GALAXY
1237649962996859054,0.132695,465,51910,371,GALAXY
1237648720676257975,0.161494,472,51955,11,GALAXY
1237648720676716707,0.056706,474,52000,181,GALAXY
1237648703510413381,0.110349,296,51984,310,GALAXY
1237648703510347945,0.110149,296,51984,311,GALAXY
1237648704047284273,0.033477,296,51984,319,GALAXY
1237648703510413396,0.107956,296,51984,320,GALAXY
1237648722849759410,0.109713,296,51984,321,GALAXY
1237648705657765999,0.08039,296,51984,325,GALAXY
1237648722849759413,0.053796,296,51984,327,GALAXY
1237648722849693749,0.152729,296,51984,328,GALAXY
1237648705657700455,0.080716,296,51984,339,GALAXY
1237651204231921862,0.081762,296,51984,342,GALAXY
1237651204231921837,0.077999,296,51984,345,GALAXY
1237651203694723308,0.213859,296,51984,346,GALAXY
1237651204231856299,0.048429,296,51984,347,GALAXY
1237648722313019524,0.024032,296,51984,348,GALAXY
1237648705121026195,0.074986,296,51984,350,GALAXY
1237648704584155367,0.149752,296,51984,354,GALAXY
1237648705121026295,0.109767,296,51984,360,GALAXY
1237648705657831566,0.111116,296,51984,364,GALAXY
1237648705657897080,0.074153,296,51984,367,GALAXY
1237648722849890344,0.031063,296,51984,368,GALAXY
1237648722849824923,0.081285,296,51984,369,GALAXY
1237648722849824936,0.078924,296,51984,373,GALAXY
1237648722313019500,0.078876,296,51984,374,GALAXY
1237648705657897063,0.110709,296,51984,376,GALAXY
1237648722849890493,0.109905,296,51984,378,GALAXY
1237648722313085064,0.137894,296,51984,382,GALAXY
1237648705121091708,0.110584,296,51984,383,GALAXY
1237648722313150633,0.081139,296,51984,385,GALAXY
1237651204231987368,0.11321,296,51984,387,GALAXY
1237648705121157407,0.075211,296,51984,391,GALAXY
1237648704584286334,0.108511,296,51984,392,GALAXY
1237651203695050943,0.046228,296,51984,394,GALAXY
1237648705121091815,0.081226,296,51984,399,GALAXY
1237651204231987407,0.07727,296,51984,400,GALAXY
1237648705658093587,0.081554,296,51984,404,GALAXY
1237648705658093596,0.081906,296,51984,406,GALAXY
1237648722313150645,0.176345,296,51984,411,GALAXY
1237648705657897182,0.054248,296,51984,414,GALAXY
1237648722849956004,0.137814,296,51984,419,GALAXY
1237648722313150660,0.101688,296,51984,420,GALAXY
1237648704584286419,0.081832,296,51984,427,GALAXY
1237648704584286386,0.109132,296,51984,435,GALAXY
1237648722313216138,0.147617,296,51984,439,GALAXY
1237648704584286532,0.190413,296,51984,440,GALAXY
1237651204232052853,0.111076,296,51984,468,GALAXY
1237648722313216041,0.10187,296,51984,469,GALAXY
1237651204232052857,0.07395,296,51984,472,GALAXY
1237651203695182093,0.190948,296,51984,473,GALAXY
1237648720174645534,0.14359,307,51663,5,GALAXY
1237648703519588569,0.142897,307,51663,10,GALAXY
1237648703519588647,0.142174,307,51663,12,GALAXY
1237648703519588601,0.108354,307,51663,15,GALAXY
1237648703519522963,0.08001,307,51663,19,GALAXY
1237648703519654064,0.079909,307,51663,24,GALAXY
1237648703519719763,0.148283,307,51663,28,GALAXY
1237648721248518445,0.174171,307,51663,35,GALAXY
1237648704056656151,0.073237,307,51663,36,GALAXY
1237651273495544044,0.118001,440,51885,234,GALAXY
1237648672891011111,-0.0001015855,2862,54471,92,STAR
1237648672891011111,7.264234e-05,2862,54471,93,STAR
1237648672891011111,6.452907e-05,2877,54523,86,STAR
1237654669735756040,0.090404,268,51633,21,GALAXY
1237651800697405703,0.062215,268,51633,40,GALAXY
1237651801771147421,0.215176,268,51633,621,GALAXY
1237651801771147407,0.066083,268,51633,625,GALAXY
1237654670809497919,0.098369,268,51633,626,GALAXY
1237651801234342055,0.045813,268,51633,636,GALAXY
1237651801234342050,0.066214,268,51633,638,GALAXY
1237651800161058974,0.18831,269,51910,1,GALAXY
1237654669199409285,0.0439,269,51910,3,GALAXY
1237654669199409340,0.08551,269,51910,5,GALAXY
1237651273495413044,0.135566,440,51885,236,GALAXY
1237651800698061041,0.069257,269,51910,21,GALAXY
1237651800698126548,0.089869,269,51910,22,GALAXY
1237651800698126540,0.068302,269,51910,23,GALAXY
1237651800698061129,0.094872,269,51910,25,GALAXY
1237651800161190059,0.087591,269,51910,29,GALAXY
1237651801234997476,0.095731,269,51910,33,GALAXY
1237654670273347768,0.184905,269,51910,37,GALAXY
1237654670273347775,0.09566,269,51910,40,GALAXY
1237654669736345810,0.095947,269,51910,63,GALAXY
1237651800161059006,0.163229,269,51910,110,GALAXY
1237654670273216706,0.046282,269,51910,118,GALAXY
1237654669199016073,0.085577,269,51910,134,GALAXY
1237651800697864450,0.045301,269,51910,154,GALAXY
1237651800161058977,0.021231,269,51910,159,GALAXY
1237654670272823538,0.066875,269,51910,224,GALAXY
1237654670272823491,0.059905,269,51910,234,GALAXY
1237654669198885121,0.138541,269,51910,256,GALAXY
1237654669198885113,0.137877,269,51910,259,GALAXY
1237651273495478532,0.154963,440,51885,238,GALAXY
1237651273495544005,0.115884,440,51885,240,GALAXY
1237651273495413014,0.115599,440,51885,267,GALAXY
1237651801234407528,0.141196,269,51910,268,GALAXY
1237651800160534713,0.123129,269,51910,305,GALAXY
1237651800160534720,0.086278,269,51910,320,GALAXY
1237654670809563318,0.17897,269,51910,341,GALAXY
1237651801771278542,0.044968,269,51910,351,GALAXY
1237651801234407534,0.134193,269,51910,355,GALAXY
1237651752386756789,0.172302,269,51910,362,GALAXY
1237651752386887699,0.091758,269,51910,367,GALAXY
1237651801771344013,0.178436,269,51910,382,GALAXY
1237651801771344058,0.0448,269,51910,385,GALAXY
1237654670809694433,0.065899,269,51910,393,GALAXY
1237651752386822326,0.124567,269,51910,403,GALAXY
1237651752386822390,0.205721,269,51910,406,GALAXY
1237651752386887834,0.092602,269,51910,408,GALAXY
1237651752386756804,0.173588,269,51910,420,GALAXY
1237651273495478448,0.10134,440,51885,271,GALAXY
1237651752386953431,0.097829,269,51910,451,GALAXY
1237651273495347443,0.070298,440,51885,294,GALAXY
1237651272958410984,0.103393,440,51885,297,GALAXY
1237651801771671696,0.122811,269,51910,502,GALAXY
1237651272422260885,0.127174,440,51885,558,GALAXY
1237651250411929914,0.074332,445,51873,622,GALAXY
1237651250411929630,0.072875,445,51873,623,GALAXY
1237651250411929839,0.075706,445,51873,625,GALAXY
1237651190820896938,0.097953,445,51873,627,GALAXY
1237654669201834113,0.113481,272,51941,8,GALAXY
1237654669201834150,0.114146,272,51941,14,GALAXY
1237651800163483834,0.217678,272,51941,70,GALAXY
1237654670275575957,0.14914,272,51941,80,GALAXY
1237654670275248374,0.09623,272,51941,152,GALAXY
1237651800699961546,0.062515,272,51941,155,GALAXY
1237651250411864219,0.11553,445,51873,630,GALAXY
1237654670812119089,0.157576,272,51941,516,GALAXY
1237651752389378367,0.147979,272,51941,521,GALAXY
1237654671348990125,0.147067,272,51941,525,GALAXY
1237654671348990128,0.168109,272,51941,534,GALAXY
1237654671348990124,0.022579,272,51941,540,GALAXY
1237654671349252123,0.08969,272,51941,601,GALAXY
1237651752389640329,0.106472,272,51941,607,GALAXY
1237651752389705899,0.215577,272,51941,610,GALAXY
1237651801774162098,0.097441,272,51941,625,GALAXY
1237651801774162152,0.095218,272,51941,627,GALAXY
1237654670812381294,0.147294,272,51941,628,GALAXY
1237651801237160162,0.177061,272,51941,633,GALAXY
1237654669202161782,0.135922,273,51957,121,GALAXY
1237654669202227272,0.149519,273,51957,138,GALAXY
1237654668665159775,0.282277,273,51957,209,GALAXY
1237654669202096355,0.222823,273,51957,211,GALAXY
1237651250411864233,0.114698,445,51873,631,GALAXY
1237651190283960567,0.114808,445,51873,633,GALAXY
1237651190283960579,0.11474,445,51873,636,GALAXY
1237651252560330893,0.046833,446,51899,2,GALAXY
1237651800700420340,0.203016,273,51957,271,GALAXY
1237654669201768615,0.169136,273,51957,294,GALAXY
1237654669201834217,0.22242,273,51957,296,GALAXY
1237654671349252233,0.089649,273,51957,327,GALAXY
1237651752389771403,0.088642,273,51957,363,GALAXY
1237651752389771391,0.088622,273,51957,368,GALAXY
1237651192432427248,0.11197,446,51899,3,GALAXY
1237651192432492642,0.112166,446,51899,4,GALAXY
1237651192432427282,0.044181,446,51899,5,GALAXY
1237651192432492671,0.112359,446,51899,19,GALAXY
1237651252560199866,0.113701,446,51899,45,GALAXY
1237654671349514361,0.118206,273,51957,418,GALAXY
1237651752389836939,0.088664,273,51957,419,GALAXY
1237651752389902468,0.088815,273,51957,420,GALAXY
1237651801774358588,0.028873,273,51957,421,GALAXY
1237651801774358737,0.094548,273,51957,422,GALAXY
1237654670812709048,0.117586,273,51957,425,GALAXY
1237651801774227653,0.117711,273,51957,427,GALAXY
1237654670812709029,0.028407,273,51957,428,GALAXY
1237654670812709053,0.11749,273,51957,433,GALAXY
1237654670275772567,0.109685,273,51957,436,GALAXY
1237651801237487897,0.028347,273,51957,440,GALAXY
1237651752389968017,0.089225,273,51957,455,GALAXY
1237654670812774584,0.028668,273,51957,461,GALAXY
1237651801237553478,0.142718,273,51957,479,GALAXY
1237651504342827037,0.017303,297,51959,103,GALAXY
1237650371562111267,0.087679,338,51694,489,GALAXY
1237650761860120768,0.082021,338,51694,491,GALAXY
1237650371562111059,0.081901,338,51694,492,GALAXY
1237650371562111290,0.085781,338,51694,495,GALAXY
1237650762396991607,0.08193,338,51694,496,GALAXY
1237650371562111345,0.084559,338,51694,500,GALAXY
1237650371562176635,0.08451,338,51694,508,GALAXY
1237650762397057133,0.084134,338,51694,510,GALAXY
1237650371025305639,0.047413,338,51694,511,GALAXY
1237650371562111264,0.081242,338,51694,521,GALAXY
1237650371562111286,0.090749,338,51694,526,GALAXY
1237650762933862689,0.084373,338,51694,528,GALAXY
1237650762933862549,0.08616,338,51694,529,GALAXY
1237650762933862694,0.086581,338,51694,531,GALAXY
1237650762933862676,0.081587,338,51694,536,GALAXY
1237650372099047580,0.082854,338,51694,564,GALAXY
1237650371562176640,0.082808,338,51694,573,GALAXY
1237650762933928137,0.168508,338,51694,580,GALAXY
1237651192423449281,0.114355,431,51877,21,GALAXY
1237651191886905734,0.085682,431,51877,39,GALAXY
1237651192423383620,0.202271,431,51877,64,GALAXY
1237651192423449023,0.130355,431,51877,65,GALAXY
1237651192423776695,0.086853,431,51877,594,GALAXY
1237651192423973354,0.077054,431,51877,623,GALAXY
1237651192423973260,0.061958,431,51877,628,GALAXY
1237651192423842329,0.011916,431,51877,637,GALAXY
1237651191887888821,0.085613,432,51884,15,GALAXY
1237651191887888746,0.08666,432,51884,17,GALAXY
1237651191887888686,0.08479,432,51884,19,GALAXY
1237651191887954434,0.097172,432,51884,23,GALAXY
1237651191887954238,0.097074,432,51884,24,GALAXY
1237651191888150693,0.067447,432,51884,40,GALAXY
1237651190813753843,0.117192,433,51873,73,GALAXY
1237651190813360407,0.084025,433,51873,91,GALAXY
1237651190813360155,0.080326,433,51873,92,GALAXY
1237651190813426100,0.1141,433,51873,93,GALAXY
1237651190813294860,0.113442,433,51873,98,GALAXY
1237651190813622591,0.132909,433,51873,109,GALAXY
1237651190813688181,0.104109,433,51873,117,GALAXY
1237651190813098323,0.063811,433,51873,124,GALAXY
1237651191887888673,0.084202,433,51873,401,GALAXY
1237651190813950214,0.060788,433,51873,542,GALAXY
1237651190814016001,0.061158,433,51873,545,GALAXY
1237651190814015760,0.11896,433,51873,546,GALAXY
1237651191351214461,0.09726,435,51882,246,GALAXY
1237651191351214162,0.096352,435,51882,251,GALAXY
1237651191351148964,0.096274,435,51882,256,GALAXY
1237651191351214475,0.096621,435,51882,258,GALAXY
1237651191351148771,0.09661,435,51882,260,GALAXY
1237651190289531070,0.048403,453,51915,67,GALAXY
1237651065734758542,0.122389,453,51915,78,GALAXY
1237651065734889749,0.094093,453,51915,630,GALAXY
1237648722290737569,0.036409,500,51994,284,GALAXY
1237648722290671769,0.207437,500,51994,286,GALAXY
1237648722290737224,0.047511,500,51994,289,GALAXY
1237648722827608286,0.063299,500,51994,291,GALAXY
1237648722827608241,0.012586,500,51994,294,GALAXY
1237648721746460995,0.130206,467,51901,183,GALAXY
1237648722283266440,0.132566,467,51901,235,GALAXY
1237648722820137278,0.099561,467,51901,472,GALAXY
1237650797287375243,0.132841,467,51901,476,GALAXY
1237650797287375287,0.133138,467,51901,493,GALAXY
1237650797287375301,0.13682,467,51901,496,GALAXY
1237651067884404885,0.136243,488,51914,41,GALAXY
1237648722830491852,0.10125,503,51999,84,GALAXY
1237648722830491854,0.220085,503,51999,87,GALAXY
1237648722830426288,0.066505,503,51999,130,GALAXY
1237648722830426237,0.078313,503,51999,133,GALAXY
1237648722830360662,0.065402,503,51999,218,GALAXY
1237648722830295319,0.073972,503,51999,219,GALAXY
1237648722830360656,0.065557,503,51999,220,GALAXY
1237648722830229640,0.07836,503,51999,260,GALAXY
1237648722829967588,0.021556,503,51999,283,GALAXY
1237648722830098583,0.149584,503,51999,286,GALAXY
1237648722830098570,0.078076,503,51999,287,GALAXY
1237648722833637551,0.098434,507,52353,244,GALAXY
1237648722841764030,0.077954,516,52017,44,GALAXY
1237648722841698438,0.111721,516,52017,81,GALAXY
1237648722848120959,0.098113,524,52027,242,GALAXY
1237648722321670412,0.078185,536,52024,208,GALAXY
1237648705666285819,0.137295,536,52024,287,GALAXY
1237651190282780780,0.096409,550,51959,335,GALAXY
1237651190282780789,0.174556,550,51959,338,GALAXY
1237651190283042956,0.149246,550,51959,367,GALAXY
1237651065204899931,0.175841,598,52316,13,GALAXY
1237651066815578330,0.039395,598,52316,588,GALAXY
1237651067352449191,0.113522,598,52316,615,GALAXY
1237651067352449187,0.13218,598,52316,617,GALAXY
1237651066815578375,0.157305,598,52316,629,GALAXY
1237651065204900102,0.077554,599,52317,284,GALAXY
1237651067352449128,0.031487,599,52317,323,GALAXY
1237651067889582212,0.055389,599,52317,363,GALAXY
1237651066815578363,0.039014,599,52317,383,GALAXY
1237651066815512768,0.113517,599,52317,396,GALAXY
1237651067355070606,0.081385,601,52316,628,GALAXY
1237651067355070508,0.020611,602,52072,324,GALAXY
1237651067891941538,0.083225,602,52072,365,GALAXY
1237651067891941535,0.083488,602,52072,370,GALAXY
1237651067355267218,0.081063,602,52072,410,GALAXY
1237651065736528113,0.132677,771,52370,111,GALAXY
1237651065736331322,0.073508,771,52370,149,GALAXY
1237651065736265738,0.141976,771,52370,162,GALAXY
1237651065736265966,0.112701,771,52370,168,GALAXY
1237651065736528102,0.131854,772,52375,289,GALAXY
1237651065736462463,0.113702,772,52375,300,GALAXY
1237651067884339294,0.147329,772,52375,321,GALAXY
1237651067884208227,0.093452,772,52375,332,GALAXY
1237651067884273829,0.136703,772,52375,333,GALAXY
1237651067884273837,0.145838,772,52375,340,GALAXY
1237651065205162001,0.110496,778,54525,530,GALAXY
1237648702982258926,0.138091,919,52409,576,GALAXY
1237651066811777111,0.015952,2882,54498,274,GALAXY
1237651066811777068,0.031529,2882,54498,304,GALAXY
1237651067348648124,0.134884,2882,54498,342,GALAXY
1237648720683860129,0.114645,272,51941,22,GALAXY
1237648720683991384,0.222461,272,51941,25,GALAXY
1237648721220796537,0.116623,272,51941,28,GALAXY
1237648721220796534,0.094675,272,51941,32,GALAXY
1237648721220862085,0.094983,272,51941,33,GALAXY
1237648721220862102,0.118056,272,51941,34,GALAXY
1237648721220862050,0.146879,272,51941,38,GALAXY
1237648720683466979,0.110996,272,51941,145,GALAXY
1237648720683532465,0.169273,272,51941,146,GALAXY
1237648720683532529,0.158921,272,51941,151,GALAXY
1237648720683467038,0.195312,272,51941,164,GALAXY
1237648720683466951,0.157568,272,51941,165,GALAXY
1237648721220337871,0.096258,272,51941,174,GALAXY
1237648722830950579,0.102386,272,51941,445,GALAXY
1237648722830950599,0.103102,272,51941,446,GALAXY
1237648722830950551,0.102991,272,51941,450,GALAXY
1237648722294079692,0.099117,272,51941,454,GALAXY
1237648722294079645,0.196164,272,51941,482,GALAXY
1237648721757274334,0.095907,272,51941,514,GALAXY
1237648722831016184,0.099292,272,51941,522,GALAXY
1237648722831016200,0.098239,272,51941,523,GALAXY
1237648722831016191,0.097881,272,51941,524,GALAXY
1237648722831016203,0.098115,272,51941,526,GALAXY
1237648722831016156,0.177282,272,51941,529,GALAXY
1237648722831016151,0.097595,272,51941,530,GALAXY
1237648722294145328,0.168171,272,51941,531,GALAXY
1237648722294145119,0.021615,272,51941,535,GALAXY
1237648722294145296,0.148544,272,51941,536,GALAXY
1237648722831016181,0.093741,272,51941,537,GALAXY
1237648722294472920,0.143061,272,51941,621,GALAXY
1237648720147448132,0.064235,273,51957,85,GALAXY
1237648720147316997,0.135234,273,51957,124,GALAXY
1237648720147317003,0.029012,273,51957,128,GALAXY
1237648720147317149,0.056388,273,51957,130,GALAXY
1237648720147382482,0.086181,273,51957,135,GALAXY
1237648720684187778,0.117457,273,51957,187,GALAXY
1237648720684253351,0.031122,273,51957,189,GALAXY
1237648721221124212,0.090845,273,51957,198,GALAXY
1237648720147251400,0.050557,273,51957,204,GALAXY
1237648720147185827,0.029189,273,51957,213,GALAXY
1237648720684122284,0.085788,273,51957,219,GALAXY
1237648721220993263,0.094853,273,51957,225,GALAXY
1237648721220993128,0.091985,273,51957,229,GALAXY
1237648720684056843,0.200238,273,51957,240,GALAXY
1237648720147054825,0.018847,273,51957,242,GALAXY
1237648720147120415,0.08776,273,51957,243,GALAXY
1237648720147120409,0.139928,273,51957,251,GALAXY
1237648721220796646,0.11831,273,51957,261,GALAXY
1237648721220796536,0.071813,273,51957,262,GALAXY
1237648720683991239,0.063549,273,51957,270,GALAXY
1237648720683860135,0.115103,273,51957,274,GALAXY
1237648721220731094,0.094019,273,51957,276,GALAXY
1237648722831409199,0.02852,273,51957,361,GALAXY
1237648722294472925,0.145606,273,51957,371,GALAXY
1237648722294603908,0.09668,273,51957,372,GALAXY
1237648722294603919,0.051151,273,51957,374,GALAXY
1237648722831474785,0.146015,273,51957,375,GALAXY
1237651192432492772,0.083521,446,51899,64,GALAXY
1237651192432558192,0.024531,446,51899,65,GALAXY
1237651192432558230,0.180538,446,51899,68,GALAXY
1237651249894260991,0.151072,606,52365,266,GALAXY
1237651752390230126,0.129848,273,51957,521,GALAXY
1237651752390230088,0.130516,273,51957,525,GALAXY
1237651752390230185,0.096035,273,51957,528,GALAXY
1237651752390164577,0.134271,273,51957,530,GALAXY
1237651752390164629,0.188729,273,51957,534,GALAXY
1237651752390492226,0.117144,273,51957,608,GALAXY
1237651752390557790,0.119159,274,51913,338,GALAXY
1237651752390623337,0.118281,274,51913,371,GALAXY
1237651752390754433,0.05904,274,51913,402,GALAXY
1237651752390754445,0.13122,274,51913,406,GALAXY
1237651752390819888,0.110175,274,51913,415,GALAXY
1237651752390819968,0.113869,274,51913,416,GALAXY
1237651752414413073,0.263398,303,51615,444,GALAXY
1237651752414806118,0.053479,303,51615,578,GALAXY
1237651752414871654,0.053345,303,51615,613,GALAXY
1237651249894260905,0.151324,606,52365,269,GALAXY
1237651752414675174,0.174213,304,51609,352,GALAXY
1237651752415002762,0.118758,304,51609,431,GALAXY
1237651752414871742,0.112698,304,51609,433,GALAXY
1237651818953703594,0.074988,315,51663,487,GALAXY
1237651818953703811,0.084546,315,51663,502,GALAXY
1237651818953769320,0.093685,315,51663,509,GALAXY
1237651818953965838,0.205275,315,51663,542,GALAXY
1237651735244308589,0.120425,315,51663,545,GALAXY
1237651818954031305,0.08672,315,51663,585,GALAXY
1237651818954031307,0.086595,342,51691,350,GALAXY
1237651735244636562,0.11103,342,51691,384,GALAXY
1237651311069233206,0.028075,350,51691,361,GALAXY
1237651311069167913,0.125219,350,51691,369,GALAXY
1237651311069167853,0.027837,350,51691,379,GALAXY
1237651297647657149,0.182616,350,51691,422,GALAXY
1237651249894260918,0.158962,606,52365,270,GALAXY
1237651192432623867,0.038767,446,51899,22,GALAXY
1237651250412323074,0.11445,447,51877,149,GALAXY
1237651252023460068,0.164466,446,51899,9,GALAXY
1237651252023722239,0.028047,446,51899,30,GALAXY
1237651252023263428,0.112356,446,51899,46,GALAXY
1237651252560265563,0.044159,446,51899,53,GALAXY
1237651252560527508,0.044861,446,51899,69,GALAXY
1237651252560527589,0.114261,446,51899,72,GALAXY
1237651252560593146,0.112485,446,51899,76,GALAXY
1237651252560593184,0.114171,446,51899,77,GALAXY
1237651252560593190,0.113825,446,51899,78,GALAXY
1237651252560396517,0.043985,446,51899,102,GALAXY
1237651252560331051,0.044182,446,51899,103,GALAXY
1237651252560396632,0.04652,446,51899,104,GALAXY
1237651252560396591,0.044722,446,51899,105,GALAXY
1237651252560461904,0.042815,446,51899,113,GALAXY
1237651252560396684,0.045924,446,51899,114,GALAXY
1237651252560462000,0.049334,446,51899,115,GALAXY
1237651272425341088,0.11276,446,51899,542,GALAXY
1237651272425406608,0.045604,446,51899,544,GALAXY
1237651212287279451,0.101958,353,51703,46,GALAXY
1237651252048298015,0.064239,618,52049,508,GALAXY
1237651252585037991,0.046206,618,52049,510,GALAXY
1237651252048232737,0.066308,618,52049,516,GALAXY
1237651252048232687,0.063472,618,52049,517,GALAXY
1237651252048298176,0.063902,618,52049,518,GALAXY
1237651252048232725,0.086322,618,52049,519,GALAXY
1237651252048560296,0.180248,618,52049,534,GALAXY
1237651252048298155,0.066727,618,52049,542,GALAXY
1237651252585037953,0.046753,618,52049,546,GALAXY
1237651252584972529,0.046743,618,52049,551,GALAXY
1237651252585037981,0.047569,618,52049,553,GALAXY
1237651252585103584,0.043674,618,52049,558,GALAXY
1237651252585103649,0.119581,618,52049,582,GALAXY
1237651252585103491,0.090318,618,52049,584,GALAXY
1237651252585234670,0.110897,618,52049,590,GALAXY
1237651252585169002,0.100664,618,52049,595,GALAXY
1237651252585234708,0.087231,618,52049,596,GALAXY
1237651252585300237,0.066533,618,52049,632,GALAXY
1237651252584841380,0.134791,619,52056,245,GALAXY
1237651252584841433,0.11962,619,52056,281,GALAXY
1237651252584775963,0.119912,619,52056,284,GALAXY
1237651250438602994,0.044754,620,52375,253,GALAXY
1237651250438668484,0.071061,620,52375,257,GALAXY
1237651249901928694,0.041937,620,52375,259,GALAXY
1237651249901666445,0.054016,620,52375,285,GALAXY
1237651249901732030,0.106567,620,52375,293,GALAXY
1237651250438275411,0.111867,620,52375,324,GALAXY
1237651250438471840,0.147144,620,52375,332,GALAXY
1237651250438537558,0.235495,620,52375,334,GALAXY
1237651249901535372,0.14869,620,52375,337,GALAXY
1237651251511951715,0.123469,620,52375,349,GALAXY
1237651250975146151,0.147368,620,52375,356,GALAXY
1237651250975342727,0.146587,620,52375,363,GALAXY
1237651250975277277,0.032007,620,52375,364,GALAXY
1237651250438537394,0.111828,620,52375,366,GALAXY
1237651250438471922,0.229239,620,52375,371,GALAXY
1237651250438537375,0.147447,620,52375,380,GALAXY
1237651065736659035,0.074137,771,52370,77,GALAXY
1237651065736528095,0.197697,771,52370,109,GALAXY
1237651250956009617,0.195595,771,52370,158,GALAXY
1237651250955878511,0.023808,771,52370,175,GALAXY
1237651250956206148,0.070727,772,52375,268,GALAXY
1237651065736528257,0.093255,772,52375,297,GALAXY
1237651250956075166,0.074041,772,52375,320,GALAXY
1237651067884339373,0.139353,772,52375,323,GALAXY
1237651252566818894,0.136306,772,52375,343,GALAXY
1237650760789262403,0.136273,910,52377,291,GALAXY
1237650760789262509,0.110829,910,52377,294,GALAXY
1237650760789262558,0.136134,910,52377,299,GALAXY
1237650760789262548,0.083135,910,52377,300,GALAXY
1237654670274199691,0.187673,270,51909,635,GALAXY
